City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,sagua la grande,22.8067,-80.0756,99.59,35,100,13.33,CU,1716057280
285,torrelodones,40.5765,-3.9266,68.83,48,23,5.7,ES,1716057281
286,miracema do tocantins,-9.5618,-48.3967,93.43,36,13,4.27,BR,1716057281
287,khandyga,62.6667,135.6,31.37,66,100,6.44,RU,1716057282
288,n'dalatando,-9.2978,14.9116,73.2,45,97,3.11,AO,1716057283
289,gorontalo,0.5412,123.0595,74.52,94,90,1.72,ID,1716057283
290,realeza,-25.7689,-53.5325,59.4,99,100,4.56,BR,1716057284
291,vorgashor,67.5833,63.95,12.79,97,100,7.25,RU,1716057284
292,armacao de buzios,-22.7469,-41.8817,82.45,86,0,11.48,BR,1716057084
293,yreka,41.7354,-122.6345,66.38,34,0,4.61,US,1716057285
294,garachico,28.7781,-17.7646,66.49,73,75,5.75,ES,1716057286
295,bandar-e genaveh,29.5791,50.517,80.91,61,0,3.96,IR,1716057286
296,rocha,-34.4833,-54.3333,52.39,74,100,7.76,UY,1716057136
297,itubera,-13.7322,-39.1492,73.13,96,87,2.8,BR,1716057287
298,daru,-9.0763,143.2092,78.1,89,100,21.61,PG,1716057288
299,nogliki,51.8333,143.1667,39.34,89,96,21.99,RU,1716056718
300,puerto san jose,13.9256,-90.8244,87.12,66,100,11.01,GT,1716057289
301,susuman,62.7833,148.1667,42.98,74,100,5.01,RU,1716057199
302,nadym,65.5333,72.5167,25.97,86,20,12.71,RU,1716057290
303,tazovsky,67.4667,78.7,11.12,97,78,8.01,RU,1716057138
304,galliano,29.4422,-90.2992,81.0,83,75,0.0,US,1716057291
305,hjo,58.3013,14.2878,66.18,65,20,3.02,SE,1716057292
306,hovd,48.0056,91.6419,61.38,30,0,3.47,MN,1716057292
307,smara,26.7384,-11.6719,75.49,37,6,20.07,EH,1716057293
308,maputo,-25.9653,32.5892,71.28,88,40,3.44,MZ,1716057293
309,vinton,37.281,-79.897,75.74,81,75,5.75,US,1716057294
310,aykhal,66.0,111.5,7.95,91,14,3.53,RU,1716057294
311,rongelap,11.1635,166.8941,80.62,83,100,24.79,MH,1716057295
312,gueret,46.1667,1.8667,52.16,97,26,2.59,FR,1716057294
313,shahba,32.8551,36.629,71.17,33,2,9.37,SY,1716057296
314,nakhon thai,17.1006,100.8374,79.03,88,88,2.19,TH,1716057297
315,boquete,8.7833,-82.4333,74.8,67,100,4.0,PA,1716057079
316,saint-philippe,-21.3585,55.7679,72.99,76,45,8.23,RE,1716057298
317,ust'-barguzin,53.45,108.9833,39.67,67,100,2.28,RU,1716057299
318,la passe,45.5549,-0.8967,59.23,82,98,6.49,FR,1716057299
319,puerto colombia,10.9878,-74.9547,93.29,72,44,17.63,CO,1716057300
320,pastos bons,-6.6017,-44.0767,91.17,41,100,3.56,BR,1716057300
321,sorong,-0.8833,131.25,78.24,91,100,7.18,ID,1716057301
322,cantley,53.5,-1.05,68.77,1,0,7.45,GB,1716057301
323,itamaraju,-17.0392,-39.5311,82.51,54,4,8.37,BR,1716057302
324,prince rupert,54.3161,-130.3201,47.89,71,100,3.44,CA,1716056711
325,kavaratti,10.5669,72.642,85.57,75,100,13.47,IN,1716057304
326,sinmak,38.4167,126.2333,55.42,92,4,1.25,KP,1716057304
327,palmer,42.1584,-72.3287,65.8,74,100,13.8,US,1716057306
328,nasiriyah,31.0521,46.261,88.5,20,1,9.1,IQ,1716057307
329,cabedelo,-6.9811,-34.8339,86.67,77,14,8.05,BR,1716057307
330,bargaal,11.2864,51.0773,84.07,79,100,1.92,SO,1716057308
331,great falls,47.5002,-111.3008,57.65,30,20,14.97,US,1716057286
332,alpine,32.835,-116.7664,76.55,58,0,5.01,US,1716057126
333,kosonsoy,41.2561,71.5508,61.36,67,0,6.82,UZ,1716057310
334,cidreira,-30.1811,-50.2056,61.18,70,98,10.07,BR,1716057310
335,fukuecho,32.6881,128.8419,66.15,65,88,5.95,JP,1716057311
336,miyaly,48.8844,53.7836,57.4,60,94,9.53,KZ,1716057311
337,pitimbu,-7.4706,-34.8086,86.59,77,36,8.5,BR,1716057312
338,pisco,-13.7,-76.2167,73.45,68,0,12.66,PE,1716056426
339,souma,36.5183,2.9053,69.98,75,100,3.44,DZ,1716057313
340,san jose de guanipa,8.8872,-64.1651,89.46,47,100,8.75,VE,1716057313
341,la ronge,55.1001,-105.2842,46.65,87,100,16.11,CA,1716057314
342,luganville,-15.5333,167.1667,77.68,92,51,1.57,VU,1716057314
343,wamba,8.9333,8.6,84.33,57,100,1.66,NG,1716057315
344,buyeo,36.2819,126.9125,60.62,85,0,2.57,KR,1716057315
345,kavieng,-2.5744,150.7967,79.88,86,99,9.08,PG,1716057316
346,tome acu,-2.4189,-48.1522,81.52,96,86,3.4,BR,1716057316
347,colonia,50.9333,6.95,67.05,81,0,2.3,DE,1716057127
348,les avirons,-21.2418,55.3394,69.89,64,0,5.75,RE,1716057318
349,san antonio de pale,-1.4014,5.6325,79.72,87,100,7.34,GQ,1716057318
350,qianzhou,28.3167,109.7167,66.83,97,100,4.34,CN,1716057319
351,tralee,52.2704,-9.7026,57.45,88,100,5.75,IE,1716057319
352,santa maria del oro,25.9333,-105.3667,84.61,9,0,5.95,MX,1716057320
353,egilsstadir,65.2653,-14.3948,39.11,65,75,13.8,IS,1716057320
354,leposaviq,43.1039,20.8028,63.48,85,100,2.01,XK,1716057321
355,lorengau,-2.0226,147.2712,81.5,83,100,8.37,PG,1716057321
356,mbandaka,0.0487,18.2603,79.79,69,23,1.77,CD,1716057322
357,garkalne,57.0437,24.4125,67.95,63,90,1.21,LV,1716057322
358,sodankyla,67.4167,26.6,56.21,70,16,10.87,FI,1716057323
359,palikir - national government center,6.9248,158.1611,81.03,81,94,13.22,FM,1716057324
360,anloga,5.7947,0.8973,83.41,82,100,12.21,GH,1716057324
361,callao,-12.0667,-77.15,66.49,82,75,8.05,PE,1716057325
362,zouerate,22.7187,-12.4521,89.37,17,0,9.22,MR,1716057325
363,marand,38.4329,45.7749,53.76,54,0,3.18,IR,1716057218
364,tondano,1.3038,124.9112,69.89,94,100,1.45,ID,1716057326
365,orenburg,51.7727,55.0988,55.42,73,10,14.7,RU,1716057327
366,bam,29.106,58.357,86.68,24,2,13.18,IR,1716057328
367,oriximina,-1.7656,-55.8661,82.15,76,100,4.5,BR,1716057328
368,ben gardane,33.1378,11.2197,86.36,37,9,12.01,TN,1716057329
369,sokoni,-6.4333,39.55,81.64,78,43,16.51,TZ,1716057329
370,choibalsan,48.0667,114.5,46.78,27,4,8.34,MN,1716057330
371,waddan,29.1614,16.139,95.45,10,75,7.92,LY,1716057330
372,wafangdian,39.6183,122.0081,57.34,92,92,16.04,CN,1716057331
373,kaoma,-14.7833,24.8,61.36,35,35,6.46,ZM,1716057331
374,san fernando de apure,7.8878,-67.4724,83.1,77,100,1.1,VE,1716057332
375,sanquelim,15.5833,74.0,84.61,84,97,1.32,IN,1716057332
376,khanpur mahar,27.8436,69.4137,96.01,21,28,10.02,PK,1716057333
377,rosetta,31.4044,30.4164,73.18,68,90,5.41,EG,1716057333
378,al artawiyah,26.5053,45.3444,80.73,16,0,7.29,SA,1716057335
379,fort st. john,56.2499,-120.8529,53.49,54,40,5.75,CA,1716057292
380,novodvinsk,64.4165,40.8122,62.78,49,65,10.31,RU,1716057336
381,mermoz boabab,14.7065,-17.4758,84.76,82,0,16.53,SN,1716057337
382,sao joao da barra,-21.6403,-41.0511,87.89,83,5,13.4,BR,1716057337
383,sola,-13.8833,167.55,74.07,100,20,0.0,VU,1716057338
384,blenheim,-41.516,173.9528,47.52,92,99,2.59,NZ,1716057338
385,la'ie,21.6477,-157.9253,78.46,93,100,1.83,US,1716057339
386,harper,4.375,-7.7169,81.25,83,76,7.11,LR,1716057339
387,beipiao,41.7919,120.7792,58.96,63,100,10.4,CN,1716057340
388,natal,-5.795,-35.2094,86.65,70,40,10.36,BR,1716057192
389,yancheng,33.3856,120.1253,61.66,94,0,11.03,CN,1716057341
390,baturaja,-4.1333,104.1667,74.98,98,100,2.71,ID,1716057341
391,weno,7.4515,151.8468,82.35,83,100,6.91,FM,1716057342
392,marsh harbour,26.5412,-77.0636,83.19,71,10,3.96,BS,1716057309
393,ndioum,16.5129,-14.6471,105.69,13,10,9.95,SN,1716057343
394,farasan,16.7022,42.1183,86.67,70,28,6.82,SA,1716057343
395,sept-iles,50.2001,-66.3821,48.72,92,100,28.77,CA,1716057344
396,seminole,28.7086,-81.2081,97.29,58,20,13.8,US,1716057097
397,prado,-17.3411,-39.2208,81.55,62,22,6.78,BR,1716057345
398,mindelo,16.8901,-24.9804,78.35,53,20,25.32,CV,1716057345
399,cockburn town,21.4612,-71.1419,81.41,84,0,13.06,TC,1716057346
400,kulhudhuffushi,6.6221,73.07,82.69,83,100,16.31,MV,1716057346
401,puerto baquerizo moreno,-0.9,-89.6,83.39,65,40,14.97,EC,1716057131
402,naze,28.3667,129.4833,68.92,89,77,18.05,JP,1716057348
403,kuching,1.55,110.3333,84.02,96,20,1.99,MY,1716057054
404,ribas do rio pardo,-20.4431,-53.7592,87.51,43,78,3.42,BR,1716057349
405,santiago del estero,-27.7951,-64.2615,62.78,38,0,7.45,AR,1716057350
406,aioun,16.6614,-9.6149,90.88,38,99,15.17,MR,1716057350
407,santa isabel,-23.3156,-46.2214,87.51,45,32,3.67,BR,1716057124
408,saipan,15.1355,145.701,83.1,74,40,16.11,MP,1716057351
409,balqash,46.8481,74.995,63.23,83,21,17.56,KZ,1716057352
410,dzuunharaa,48.8523,106.4579,49.5,55,8,5.7,MN,1716057352
411,marang,5.2056,103.2059,80.51,88,100,5.19,MY,1716057353
412,mandiana,10.6333,-8.6833,87.44,50,60,2.8,GN,1716057353
413,beniel,38.0464,-1.0023,76.42,54,9,8.99,ES,1716057354
414,laguna,38.421,-121.4238,76.53,60,0,10.36,US,1716057354
415,mossel bay,-34.1831,22.146,57.13,82,2,2.98,ZA,1716057355
416,dawson creek,55.7666,-120.2362,55.04,44,0,6.91,CA,1716057356
417,quellon,-43.1167,-73.6167,50.9,76,28,9.89,CL,1716057356
418,camana,-16.6228,-72.7111,67.08,86,100,12.1,PE,1716057357
419,bikenibeu village,1.3673,173.1241,82.36,83,20,4.61,KI,1716057357
420,safford,32.834,-109.7076,91.74,12,0,4.61,US,1716057148
421,bima,-8.4667,118.7167,73.26,96,5,3.69,ID,1716057137
422,chela,34.069,104.4619,48.65,81,100,4.12,CN,1716057359
423,kolonia,50.9333,6.95,67.05,81,0,2.3,DE,1716057324
424,kapa'a,22.0752,-159.319,75.52,90,20,4.61,US,1716057360
425,hadibu,12.65,54.0333,86.18,73,85,1.9,YE,1716057360
426,sassandra,4.95,-6.0833,81.12,83,34,8.16,CI,1716057361
427,alofi,-19.0595,-169.9187,76.89,88,75,5.75,NU,1716057361
428,pasuquin,18.3328,120.6177,82.35,83,75,4.61,PH,1716057362
429,fortuna,40.5982,-124.1573,59.99,81,0,11.5,US,1716057362
430,merowe,18.4833,31.8167,96.33,10,0,11.83,SD,1716057363
431,gizo,-8.103,156.8419,81.77,79,100,12.68,SB,1716057364
432,ponta delgada,37.7333,-25.6667,65.19,63,75,11.5,PT,1716057364
433,vila franca do campo,37.7167,-25.4333,64.89,99,100,1.19,PT,1716057365
434,yarovoye,52.9273,78.58,62.82,60,100,6.98,RU,1716057365
435,dunedin,-45.8742,170.5036,42.8,76,47,4.0,NZ,1716057366
436,thunder bay,48.4001,-89.3168,55.38,82,75,9.22,CA,1716057349
437,laojunmiao,39.8333,97.7333,62.92,31,26,10.89,CN,1716057367
438,ghat,24.9647,10.1728,95.07,17,97,15.1,LY,1716057367
439,shush,32.1942,48.2436,85.17,22,0,12.77,IR,1716057368
440,mareeba,-17.0,145.4333,61.45,89,6,2.48,AU,1716057369
441,bako,5.7833,36.5667,66.36,86,44,4.29,ET,1716057369
442,chui,-33.6971,-53.4616,56.8,76,55,7.07,UY,1716057174
443,labytnangi,66.6572,66.4183,12.36,92,100,4.74,RU,1716057139
444,urangan,-25.3,152.9,55.2,69,0,5.99,AU,1716057371
445,hollymead,38.1171,-78.4417,66.94,89,100,4.61,US,1716057372
446,walvis bay,-22.9575,14.5053,74.8,28,0,7.56,NA,1716057372
447,mata-utu,-13.2816,-176.1745,84.2,79,100,16.96,WF,1716057373
448,al burayqah,30.4062,19.5739,90.19,21,100,11.32,LY,1716057373
449,chernyshevskiy,63.0128,112.4714,26.46,65,95,2.89,RU,1716057374
450,maragogi,-9.0122,-35.2225,82.13,77,7,6.08,BR,1716057374
451,praia da vitoria,38.7333,-27.0667,64.76,63,75,2.77,PT,1716057375
452,prenzlau,53.3167,13.8667,64.35,86,4,7.38,DE,1716057376
453,phalaborwa,-23.943,31.1411,68.18,65,0,7.49,ZA,1716057252
454,pyapon,16.2833,95.6833,85.01,73,94,7.27,MM,1716057377
455,rabo de peixe,37.8,-25.5833,63.99,99,75,11.5,PT,1716057377
456,amga,60.8953,131.9608,30.25,79,100,5.1,RU,1716057378
457,quesnel,52.9999,-122.5029,52.3,50,75,4.61,CA,1716057379
458,ormara,25.2088,64.6357,83.88,78,0,11.92,PK,1716057379
459,kamiiso,41.8167,140.65,55.78,88,8,9.22,JP,1716057380
460,vylkove,45.4021,29.586,55.2,82,54,8.75,UA,1716057380
461,recani,31.2846,-4.2688,86.11,10,0,8.43,MA,1716057381
462,fale old settlement,-9.3852,-171.2468,85.35,75,54,16.8,TK,1716057381
463,mangai,-4.05,19.5333,77.25,55,10,2.39,CD,1716057382
464,katsuura,35.1333,140.3,66.29,79,100,6.24,JP,1716057382
465,beihai,21.4833,109.1,79.43,90,99,13.8,CN,1716057383
466,villa regina,-39.1,-67.0667,55.4,46,1,11.48,AR,1716057383
467,selfoss,63.9331,-20.9971,47.05,47,100,8.68,IS,1716057384
468,ziro,27.6333,93.8333,58.01,98,100,1.59,IN,1716057384
469,tobruk,32.0836,23.9764,83.16,36,100,5.77,LY,1716057385
470,severnoye,56.3491,78.3619,54.99,64,98,3.0,RU,1716057385
471,al mindak,20.1588,41.2834,80.2,30,100,7.14,SA,1716057386
472,noshiro,40.2039,140.0242,53.38,79,100,5.01,JP,1716057386
473,arilje,43.7531,20.0956,70.16,85,100,1.05,RS,1716057387
474,awjilah,29.1081,21.2869,92.1,12,25,3.8,LY,1716057388
475,yarmouth,41.7057,-70.2286,55.96,94,100,18.99,US,1716057388
476,mejit,10.2753,170.8646,81.52,81,96,22.41,MH,1716057389
477,rio grande,-32.035,-52.0986,60.91,65,0,12.08,BR,1716057339
478,dongcun,36.7767,121.1597,58.6,95,100,7.7,CN,1716057390
479,touros,-5.1989,-35.4608,83.62,73,19,9.95,BR,1716057391
480,magadan,59.5667,150.8,47.53,78,100,22.08,RU,1716057391
481,bhimunipatnam,17.8833,83.4333,85.51,77,43,3.74,IN,1716057392
482,chibougamau,49.9168,-74.3659,60.42,94,100,9.22,CA,1716056816
483,remire-montjoly,4.9167,-52.2667,77.04,94,75,12.66,GF,1716056801
484,timoteo,-19.5825,-42.6444,88.66,46,18,5.66,BR,1716057393
485,burang,30.25,81.1667,36.52,82,94,4.56,CN,1716057394
486,port lincoln,-34.7333,135.8667,52.84,73,5,5.55,AU,1716057394
487,las varas,21.1667,-105.1667,98.08,64,7,9.08,MX,1716057395
488,kansanshi,-12.0951,26.4273,59.13,61,45,2.44,ZM,1716057396
489,ambo,-10.1308,-76.2047,76.95,50,79,8.21,PE,1716057396
490,troy,42.6056,-83.1499,84.74,62,0,6.91,US,1716057277
491,galle,6.0367,80.217,78.53,91,100,15.97,LK,1716057397
492,narvik,68.4384,17.4272,45.37,99,100,3.49,NO,1716057398
493,al miqdadiyah,33.9786,44.9369,83.79,28,5,4.25,IQ,1716057398
494,marat,25.0701,45.4615,83.68,15,6,9.66,SA,1716057399
495,paterna de rivera,36.5211,-5.8494,66.69,62,6,8.08,ES,1716057399
496,agogo,6.8,-1.0819,80.44,72,100,4.34,GH,1716057400
497,phillip island,-38.4835,145.231,52.23,81,100,17.83,AU,1716057400
498,las juntas,19.4167,-104.7,74.73,23,0,9.4,MX,1716057401
499,aral,40.5156,81.2636,83.86,15,100,10.63,CN,1716057401
500,benjamin constant,-4.3831,-70.0311,86.05,74,75,4.61,BR,1716057402
501,pimentel,-6.8367,-79.9342,75.49,64,0,18.41,PE,1716057402
502,geraldton,-28.7667,114.6,68.41,32,72,13.8,AU,1716057403
503,duminichi,53.9345,35.1099,49.8,85,0,5.37,RU,1716057403
504,carutapera,-1.195,-46.02,83.86,78,38,7.54,BR,1716057404
505,narva,59.3772,28.1903,57.0,54,10,0.96,EE,1716057405
506,tortoli,39.9256,9.6572,69.62,83,40,4.61,IT,1716057405
507,burnie,-41.0667,145.9167,53.46,85,100,14.14,AU,1716057406
508,formosa do rio preto,-11.0483,-45.1931,92.88,25,0,5.41,BR,1716057406
509,pachino,36.7186,15.0907,67.51,83,99,3.13,IT,1716057407
510,wainwright,52.839,-110.8572,42.64,68,99,17.31,CA,1716057408
511,arteche,12.2645,125.4048,79.52,88,100,6.4,PH,1716057408
512,jayapura,-2.5333,140.7,76.39,92,99,3.87,ID,1716057409
513,east ballina,-28.8667,153.5833,52.81,83,95,20.02,AU,1716057409
514,fort bragg,35.139,-79.006,82.81,73,100,9.22,US,1716057410
515,tarko-sale,64.9225,77.785,24.1,89,56,11.81,RU,1716057137
516,shuangyang,43.5242,125.6736,56.89,28,100,11.86,CN,1716057411
517,gamba,-2.65,10.0,78.17,94,100,4.45,GA,1716057411
518,lompoc,34.6391,-120.4579,67.69,80,100,5.75,US,1716057412
519,pocinhos,-7.0767,-36.0611,80.89,67,47,10.2,BR,1716057412
520,manhattan,40.7834,-73.9662,73.62,66,20,8.05,US,1716057199
521,bairnsdale,-37.8333,147.6167,43.05,87,100,1.01,AU,1716057413
522,madinat ash shamal,26.1293,51.2009,82.36,58,0,13.22,QA,1716057414
523,paita,-5.0892,-81.1144,74.43,70,8,15.1,PE,1716057414
524,manokwari,-0.8667,134.0833,78.6,82,71,5.99,ID,1716057415
525,fernie,49.5,-115.0687,50.68,74,99,0.85,CA,1716057176
526,atar,20.5169,-13.0499,96.78,11,1,13.18,MR,1716057416
527,houma,29.5958,-90.7195,82.0,75,40,5.75,US,1716057295
528,kilju,40.9642,129.3278,61.48,71,97,7.47,KP,1716057417
529,yiyang,28.5892,112.3283,70.72,91,100,2.68,CN,1716057304
530,whangarei,-35.7317,174.3239,45.81,95,3,1.81,NZ,1716057418
531,wewak,-3.5534,143.6268,77.79,93,100,2.33,PG,1716057419
532,zakamensk,50.3741,103.2863,46.92,62,94,2.64,RU,1716057419
533,zharkent,44.1628,80.0,66.92,74,100,18.12,KZ,1716057420
534,quinte west,44.1834,-77.5662,71.4,82,100,6.91,CA,1716057323
535,pacasmayo,-7.4006,-79.5714,71.58,75,57,15.03,PE,1716057422
536,amble,55.3333,-1.5833,59.76,94,100,9.22,GB,1716057422
537,kuragino,53.8975,92.6725,53.76,62,90,3.6,RU,1716057199
538,dwarka,22.2394,68.9678,83.52,78,0,18.05,IN,1716057423
539,chudovo,59.1167,31.6833,63.05,71,0,3.96,RU,1716057424
540,haiku-pauwela,20.9219,-156.3051,78.26,82,75,8.05,US,1716057424
541,magalia,39.8121,-121.5783,75.11,61,2,1.99,US,1716057425
542,kalabo,-14.97,22.6814,64.09,32,19,6.53,ZM,1716057426
543,sungai raya,0.7,108.9,78.28,91,100,4.47,ID,1716057427
544,nueva villa de padilla,24.0167,-98.7833,90.7,33,0,2.44,MX,1716057427
545,altai,46.3722,96.2583,55.29,28,100,2.82,MN,1716057428
546,wuwei,37.9281,102.6414,66.15,33,100,3.6,CN,1716057428
547,brookings,44.3114,-96.7984,71.46,39,0,21.85,US,1716057331
548,port macquarie,-31.4333,152.9167,54.9,88,39,17.27,AU,1716057429
549,shizuishan,39.2333,106.7694,71.4,27,100,8.75,CN,1716057430
550,tara,56.8944,74.371,49.57,80,22,5.46,RU,1716057135
551,lulea,65.5842,22.1547,50.07,66,89,4.61,SE,1716057431
552,ishigaki,24.3448,124.1572,77.13,94,100,10.36,JP,1716057413
553,ca mau,9.1769,105.15,80.47,90,100,2.98,VN,1716057432
554,lib,8.3122,167.3766,82.69,81,99,19.84,MH,1716057433
555,karachi,24.9056,67.0822,84.02,58,0,6.91,PK,1716057433
556,shalqar,47.8333,59.6,55.56,87,100,7.09,KZ,1716057434
557,kimbe,-5.5502,150.1429,77.05,92,96,5.61,PG,1716057434
558,san jacinto,33.7839,-116.9586,85.55,55,0,8.99,US,1716057155
559,christchurch,-43.5333,172.6333,42.94,92,75,2.3,NZ,1716057435
560,namtsy,62.7161,129.6658,27.18,63,0,10.65,RU,1716057199
561,banda aceh,5.5577,95.3222,81.68,81,99,9.84,ID,1716057436
562,yuscaran,13.9333,-86.85,88.84,47,92,6.42,HN,1716057437
563,phalodi,27.1333,72.3667,96.84,13,17,8.28,IN,1716057437
564,tugulym,57.0591,64.6425,45.32,85,100,11.99,RU,1716057438
565,kangding,30.0513,101.9603,50.05,88,22,4.25,CN,1716057438
566,ironwood,46.4547,-90.171,80.94,44,0,18.41,US,1716057439
567,pasighat,28.0667,95.3333,76.62,73,100,3.85,IN,1716057439
568,polyarnyy,69.1989,33.4478,38.32,99,100,9.69,RU,1716057199
569,lichuan,30.3,108.85,59.41,97,98,3.18,CN,1716057440
570,kemin,42.7846,75.6892,56.77,93,100,5.93,KG,1716057441
571,berberati,4.2612,15.7922,69.94,92,100,2.73,CF,1716057441
